nomZona;edad;sexe;nacionalitat;quantitat
BOSCOS DE TARRAGONA (ELS);12;H;ESPANYA;5
TAMARIT;13;D;ESPANYA;10
MONNARS;68;H;ESTRANGER;2
TARRAGONA;26;D;ESTRANGER;164
FERRAN;44;H;ESPANYA;1
SANT SALVADOR;11;H;ESPANYA;42
CALA ROMANA;39;D;ESPANYA;3
BOSCOS DE TARRAGONA (ELS);11;D;ESPANYA;3
SANT PERE I SANT PAU;90;H;ESPANYA;8
SANT SALVADOR;40;H;ESPANYA;34
SANT PERE I SANT PAU;75;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;55;D;ESTRANGER;3
ARRABASSADA I SAVINOSA;40;D;ESTRANGER;8
SANT SALVADOR;35;D;ESPANYA;25
TARRAGONA;12;D;ESTRANGER;58
CALA ROMANA;49;H;ESPANYA;5
TAMARIT;86;D;ESPANYA;2
SANT PERE I SANT PAU;10;D;ESPANYA;70
BOSCOS DE TARRAGONA (ELS);36;D;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);32;D;ESPANYA;8
MONTGONS (ELS);10;H;ESPANYA;16
SANT SALVADOR;10;H;ESPANYA;31
BONAVISTA;71;H;ESPANYA;33
TAMARIT;93;D;ESPANYA;2
FERRAN;12;H;ESPANYA;2
BONAVISTA;11;D;ESTRANGER;18
ARRABASSADA I SAVINOSA;59;D;ESTRANGER;3
MONTGONS (ELS);84;D;ESTRANGER;1
TORREFORTA;79;D;ESTRANGER;6
MONNARS;10;H;ESPANYA;15
TAMARIT;9;D;ESPANYA;10
BOSCOS DE TARRAGONA (ELS);9;H;ESPANYA;3
SANT PERE I SANT PAU;9;H;ESTRANGER;14
BONAVISTA;73;H;ESTRANGER;3
CAMPSA;97;D;ESPANYA;1
OLIVA (L`);10;H;ESPANYA;1
TAMARIT;45;D;ESPANYA;11
TARRAGONA;101;D;ESPANYA;4
ARRABASSADA I SAVINOSA;73;D;ESPANYA;13
CAMPSA;10;D;ESPANYA;9
CALA ROMANA;51;D;ESPANYA;5
SANT SALVADOR;95;H;ESTRANGER;1
TARRAGONA;8;D;ESPANYA;210
TORREFORTA;8;H;ESTRANGER;35
ARRABASSADA I SAVINOSA;8;H;ESPANYA;28
TAMARIT;8;D;ESPANYA;11
MONNARS;44;H;ESTRANGER;2
MONTGONS (ELS);8;H;ESPANYA;12
BOSCOS DE TARRAGONA (ELS);8;D;ESPANYA;7
CAMPSA;8;D;ESPANYA;7
ARRABASSADA I SAVINOSA;36;D;ESPANYA;20
TAMARIT;14;H;ESTRANGER;4
BONAVISTA;68;D;ESPANYA;37
TORREFORTA;28;D;ESTRANGER;44
TORREFORTA;9;D;ESTRANGER;31
CAMPSA;27;D;ESTRANGER;6
TARRAGONA;102;D;ESPANYA;6
SANT SALVADOR;27;D;ESPANYA;24
TAMARIT;70;H;ESPANYA;7
ARRABASSADA I SAVINOSA;42;H;ESTRANGER;8
CAMPSA;45;D;ESTRANGER;5
MONNARS;77;H;ESPANYA;6
CALA ROMANA;51;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;91;D;ESPANYA;2
BOSCOS DE TARRAGONA (ELS);66;H;ESPANYA;8
ARRABASSADA I SAVINOSA;94;D;ESPANYA;2
SANT SALVADOR;28;D;ESTRANGER;16
FERRAN;8;H;ESPANYA;1
ARRABASSADA I SAVINOSA;43;D;ESTRANGER;6
SANT SALVADOR;8;D;ESTRANGER;14
SANT PERE I SANT PAU;6;D;ESPANYA;69
TAMARIT;7;D;ESPANYA;10
TORREFORTA;7;H;ESTRANGER;29
TAMARIT;53;H;ESTRANGER;3
CAMPSA;38;H;ESTRANGER;8
BONAVISTA;7;H;ESTRANGER;15
TAMARIT;6;H;ESPANYA;12
SANT SALVADOR;12;D;ESTRANGER;17
MONNARS;60;H;ESTRANGER;2
TAMARIT;16;D;ESTRANGER;4
BONAVISTA;7;D;ESTRANGER;14
TORREFORTA;75;H;ESTRANGER;6
CALA ROMANA;5;H;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);62;D;ESPANYA;9
ARRABASSADA I SAVINOSA;30;D;ESPANYA;13
SANT PERE I SANT PAU;5;D;ESPANYA;43
MONNARS;39;H;ESPANYA;10
ARRABASSADA I SAVINOSA;32;H;ESPANYA;10
SANT SALVADOR;29;D;ESTRANGER;23
MONTGONS (ELS);63;H;ESPANYA;13
ARRABASSADA I SAVINOSA;30;H;ESTRANGER;7
BOSCOS DE TARRAGONA (ELS);59;H;ESTRANGER;2
SANT SALVADOR;4;H;ESPANYA;23
BONAVISTA;4;D;ESTRANGER;15
BONAVISTA;23;H;ESTRANGER;30
TARRAGONA;3;H;ESPANYA;209
FERRAN;51;D;ESPANYA;1
MONTGONS (ELS);60;H;ESPANYA;10
BONAVISTA;3;H;ESTRANGER;12
TAMARIT;45;D;ESTRANGER;4
MONNARS;5;D;ESTRANGER;1
CALA ROMANA;40;D;ESPANYA;5
TAMARIT;33;H;ESTRANGER;2
TAMARIT;49;D;ESTRANGER;4
MONTGONS (ELS);4;H;ESTRANGER;7
TORREFORTA;3;D;ESTRANGER;35
PINEDES (LES);52;D;ESTRANGER;1
PINEDES (LES);14;H;ESTRANGER;1
TAMARIT;41;D;ESPANYA;8
CALA ROMANA;10;D;ESTRANGER;3
SANT PERE I SANT PAU;78;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;32;D;ESTRANGER;5
PINEDES (LES);48;H;ESPANYA;1
TAMARIT;39;H;ESPANYA;6
TAMARIT;22;D;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);26;H;ESPANYA;6
BOSCOS DE TARRAGONA (ELS);43;D;ESPANYA;5
SANT PERE I SANT PAU;85;H;ESPANYA;15
BOSCOS DE TARRAGONA (ELS);69;D;ESPANYA;11
BOSCOS DE TARRAGONA (ELS);86;H;ESPANYA;2
MONNARS;32;H;ESPANYA;13
SANT PERE I SANT PAU;97;H;ESPANYA;1
MONNARS;75;H;ESPANYA;8
SANT SALVADOR;83;D;ESPANYA;5
FERRAN;68;H;ESPANYA;1
MONNARS;76;H;ESPANYA;8
MONTGONS (ELS);88;D;ESPANYA;3
TAMARIT;42;H;ESPANYA;8
TAMARIT;34;H;ESPANYA;4
OLIVA (L`);74;D;ESPANYA;1
OLIVA (L`);98;D;ESPANYA;1
OLIVA (L`);51;H;ESPANYA;2
CALA ROMANA;93;H;ESPANYA;2
ARRABASSADA I SAVINOSA;97;D;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);81;H;ESPANYA;2
MONTGONS (ELS);82;D;ESPANYA;5
MONTGONS (ELS);75;H;ESPANYA;5
CAMPSA;42;H;ESPANYA;2
MONTGONS (ELS);84;D;ESPANYA;4
MONTGONS (ELS);75;D;ESPANYA;6
FERRAN;52;H;ESPANYA;1
PINEDES (LES);89;D;ESPANYA;1
SANT SALVADOR;72;H;ESPANYA;12
OLIVA (L`);59;D;ESPANYA;1
OLIVA (L`);100;D;ESPANYA;1
SANT SALVADOR;94;H;ESPANYA;1
OLIVA (L`);87;D;ESPANYA;1
OLIVA (L`);64;H;ESPANYA;1
MONNARS;81;H;ESTRANGER;1
CALA ROMANA;33;D;ESPANYA;3
ARRABASSADA I SAVINOSA;93;H;ESPANYA;1
CALA ROMANA;86;H;ESPANYA;2
CALA ROMANA;87;H;ESPANYA;1
MONNARS;88;D;ESPANYA;1
SANT SALVADOR;95;D;ESPANYA;1
FERRAN;76;H;ESPANYA;1
FERRAN;122;D;ESPANYA;1
FERRAN;69;H;ESPANYA;1
FERRAN;49;H;ESPANYA;1
BONAVISTA;98;H;ESPANYA;2
BONAVISTA;85;H;ESPANYA;8
PINEDES (LES);34;H;ESPANYA;1
BONAVISTA;96;D;ESPANYA;2
BONAVISTA;86;H;ESPANYA;7
BONAVISTA;89;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);35;D;ESTRANGER;2
TORREFORTA;2;H;ESPANYA;70
BOSCOS DE TARRAGONA (ELS);4;D;ESTRANGER;3
SANT PERE I SANT PAU;2;H;ESPANYA;38
TAMARIT;19;D;ESPANYA;14
CAMPSA;18;H;ESPANYA;9
BOSCOS DE TARRAGONA (ELS);19;D;ESPANYA;6
ARRABASSADA I SAVINOSA;18;H;ESTRANGER;3
MONNARS;51;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;2;H;ESPANYA;17
MONNARS;80;H;ESTRANGER;1
BONAVISTA;19;D;ESTRANGER;9
CAMPSA;68;D;ESTRANGER;2
CAMPSA;21;H;ESTRANGER;8
TAMARIT;68;D;ESTRANGER;1
TAMARIT;80;H;ESTRANGER;1
TORREFORTA;82;D;ESTRANGER;3
TAMARIT;20;H;ESTRANGER;1
TAMARIT;68;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);29;H;ESTRANGER;1
TAMARIT;4;H;ESTRANGER;2
OLIVA (L`);50;D;ESPANYA;1
TAMARIT;3;H;ESPANYA;5
BOSCOS DE TARRAGONA (ELS);2;D;ESPANYA;2
TORREFORTA;91;D;ESTRANGER;4
BONAVISTA;2;H;ESTRANGER;19
SANT SALVADOR;74;D;ESTRANGER;2
TORREFORTA;1;D;ESTRANGER;36
ARRABASSADA I SAVINOSA;29;H;ESTRANGER;3
TAMARIT;30;D;ESTRANGER;3
OLIVA (L`);23;D;ESTRANGER;1
TAMARIT;2;D;ESTRANGER;1
SANT SALVADOR;78;D;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);5;D;ESPANYA;1
CAMPSA;19;D;ESPANYA;7
MONTGONS (ELS);7;D;ESTRANGER;4
MONNARS;1;D;ESPANYA;4
ARRABASSADA I SAVINOSA;13;D;ESTRANGER;3
BOSCOS DE TARRAGONA (ELS);7;D;ESTRANGER;1
MONNARS;33;H;ESTRANGER;1
CAMPSA;4;D;ESTRANGER;2
FERRAN;27;D;ESPANYA;1
TARRAGONA;1;D;ESTRANGER;54
CAMPSA;85;D;ESPANYA;2
ARRABASSADA I SAVINOSA;38;H;ESTRANGER;3
MONNARS;64;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;74;H;ESTRANGER;2
TAMARIT;1;H;ESTRANGER;2
PINEDES (LES);9;H;ESTRANGER;1
MONNARS;25;D;ESTRANGER;1
TARRAGONA;0;H;ESPANYA;138
CAMPSA;14;D;ESTRANGER;3
MONNARS;48;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);17;D;ESPANYA;6
CAMPSA;18;H;ESTRANGER;32
SANT PERE I SANT PAU;0;H;ESPANYA;41
MONTGONS (ELS);21;H;ESTRANGER;5
TARRAGONA;0;D;ESTRANGER;44
SANT SALVADOR;0;D;ESPANYA;16
MONTGONS (ELS);0;H;ESPANYA;10
ARRABASSADA I SAVINOSA;91;H;ESPANYA;1
BONAVISTA;0;H;ESTRANGER;12
BONAVISTA;70;H;ESTRANGER;2
PINEDES (LES);5;H;ESPANYA;1
TAMARIT;49;H;ESTRANGER;1
TARRAGONA;95;H;ESTRANGER;1
MONTGONS (ELS);20;H;ESTRANGER;2
CALA ROMANA;19;D;ESPANYA;5
TAMARIT;47;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;14;D;ESTRANGER;4
BOSCOS DE TARRAGONA (ELS);0;D;ESPANYA;4
MONTGONS (ELS);0;D;ESTRANGER;4
MONNARS;55;H;ESTRANGER;1
TAMARIT;21;D;ESTRANGER;1
MONNARS;65;D;ESTRANGER;1
MONNARS;50;H;ESTRANGER;1
FERRAN;41;H;ESTRANGER;1
CALA ROMANA;75;D;ESTRANGER;1
MONTGONS (ELS);8;H;ESTRANGER;2
OLIVA (L`);21;D;ESPANYA;1
CALA ROMANA;40;D;ESTRANGER;1
SANT SALVADOR;78;H;ESTRANGER;1
PINEDES (LES);31;D;ESPANYA;1
PINEDES (LES);30;H;ESTRANGER;1
PINEDES (LES);15;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);0;H;ESPANYA;1
CALA ROMANA;26;D;ESTRANGER;1
SANT PERE I SANT PAU;46;D;ESPANYA;137
TAMARIT;81;H;ESPANYA;5
SANT SALVADOR;32;H;ESPANYA;30
TARRAGONA;73;H;ESPANYA;300
SANT PERE I SANT PAU;62;H;ESPANYA;78
TARRAGONA;84;D;ESPANYA;275
TARRAGONA;58;D;ESPANYA;459
SANT SALVADOR;56;D;ESPANYA;38
SANT PERE I SANT PAU;52;H;ESPANYA;125
SANT PERE I SANT PAU;51;H;ESPANYA;127
TORREFORTA;65;H;ESPANYA;99
ARRABASSADA I SAVINOSA;70;H;ESPANYA;23
TORREFORTA;50;H;ESPANYA;156
SANT PERE I SANT PAU;91;D;ESPANYA;15
TARRAGONA;62;D;ESPANYA;457
TARRAGONA;33;H;ESPANYA;284
TARRAGONA;60;H;ESPANYA;399
TORREFORTA;66;H;ESPANYA;112
TARRAGONA;53;D;ESPANYA;454
TARRAGONA;77;D;ESPANYA;389
BOSCOS DE TARRAGONA (ELS);78;D;ESPANYA;3
MONNARS;57;D;ESPANYA;16
TORREFORTA;36;D;ESPANYA;99
TARRAGONA;65;H;ESPANYA;348
TARRAGONA;64;H;ESPANYA;388
TARRAGONA;87;H;ESPANYA;109
BONAVISTA;46;D;ESPANYA;53
TORREFORTA;61;H;ESPANYA;128
TAMARIT;61;D;ESPANYA;12
SANT SALVADOR;50;H;ESPANYA;61
SANT SALVADOR;25;H;ESPANYA;38
MONTGONS (ELS);52;D;ESPANYA;12
MONTGONS (ELS);29;H;ESPANYA;17
SANT PERE I SANT PAU;56;H;ESPANYA;116
TORREFORTA;50;D;ESTRANGER;51
ARRABASSADA I SAVINOSA;49;D;ESPANYA;54
TARRAGONA;46;D;ESTRANGER;132
TORREFORTA;57;H;ESTRANGER;42
TORREFORTA;56;H;ESPANYA;129
TORREFORTA;52;H;ESTRANGER;45
SANT PERE I SANT PAU;65;D;ESPANYA;80
BONAVISTA;56;H;ESTRANGER;19
TARRAGONA;90;H;ESPANYA;74
TORREFORTA;52;H;ESPANYA;130
ARRABASSADA I SAVINOSA;67;H;ESPANYA;21
TARRAGONA;75;D;ESTRANGER;26
MONNARS;25;H;ESPANYA;7
ARRABASSADA I SAVINOSA;50;D;ESPANYA;44
MONTGONS (ELS);57;H;ESPANYA;18
SANT PERE I SANT PAU;85;D;ESPANYA;28
TORREFORTA;52;D;ESPANYA;138
BOSCOS DE TARRAGONA (ELS);24;H;ESPANYA;7
TARRAGONA;25;D;ESPANYA;296
SANT PERE I SANT PAU;58;D;ESPANYA;109
SANT PERE I SANT PAU;27;D;ESPANYA;49
TAMARIT;24;H;ESPANYA;8
BONAVISTA;25;D;ESPANYA;45
OLIVA (L`);24;D;ESPANYA;1
BONAVISTA;30;H;ESPANYA;29
MONNARS;44;D;ESPANYA;12
TARRAGONA;104;D;ESPANYA;1
TAMARIT;24;D;ESPANYA;11
SANT PERE I SANT PAU;75;H;ESPANYA;61
BONAVISTA;78;D;ESPANYA;34
TARRAGONA;52;D;ESTRANGER;115
MONTGONS (ELS);69;H;ESPANYA;11
TARRAGONA;85;D;ESPANYA;160
MONNARS;90;H;ESPANYA;2
TORREFORTA;23;H;ESPANYA;116
SANT SALVADOR;35;H;ESTRANGER;35
MONTGONS (ELS);45;H;ESPANYA;12
SANT SALVADOR;66;H;ESPANYA;27
TORREFORTA;28;D;ESPANYA;85
MONTGONS (ELS);50;D;ESPANYA;21
ARRABASSADA I SAVINOSA;54;D;ESPANYA;38
ARRABASSADA I SAVINOSA;55;D;ESPANYA;33
TARRAGONA;64;H;ESTRANGER;44
SANT SALVADOR;69;H;ESPANYA;33
TORREFORTA;46;H;ESPANYA;118
CALA ROMANA;54;H;ESPANYA;5
MONNARS;56;H;ESPANYA;11
SANT PERE I SANT PAU;48;D;ESTRANGER;31
TARRAGONA;81;H;ESPANYA;198
SANT PERE I SANT PAU;51;H;ESTRANGER;36
MONTGONS (ELS);76;D;ESPANYA;13
SANT SALVADOR;54;D;ESPANYA;44
SANT SALVADOR;28;D;ESPANYA;25
MONTGONS (ELS);61;D;ESPANYA;11
CAMPSA;46;H;ESPANYA;4
SANT SALVADOR;71;D;ESPANYA;23
CAMPSA;22;H;ESPANYA;5
SANT PERE I SANT PAU;47;D;ESPANYA;126
TORREFORTA;91;D;ESPANYA;21
SANT PERE I SANT PAU;85;H;ESTRANGER;2
SANT PERE I SANT PAU;22;H;ESPANYA;77
TORREFORTA;41;D;ESTRANGER;72
MONTGONS (ELS);77;D;ESPANYA;13
SANT PERE I SANT PAU;92;D;ESPANYA;17
BONAVISTA;47;D;ESPANYA;48
TORREFORTA;55;H;ESTRANGER;42
SANT SALVADOR;43;H;ESPANYA;40
BONAVISTA;28;H;ESPANYA;39
TORREFORTA;88;H;ESPANYA;16
TARRAGONA;40;D;ESPANYA;291
TORREFORTA;44;H;ESPANYA;113
BONAVISTA;32;D;ESPANYA;39
TAMARIT;84;D;ESPANYA;5
MONTGONS (ELS);22;D;ESPANYA;13
ARRABASSADA I SAVINOSA;23;D;ESPANYA;15
SANT PERE I SANT PAU;92;H;ESPANYA;17
ARRABASSADA I SAVINOSA;22;D;ESPANYA;16
TARRAGONA;34;D;ESTRANGER;190
SANT SALVADOR;51;D;ESPANYA;58
TARRAGONA;38;H;ESPANYA;287
SANT PERE I SANT PAU;35;D;ESPANYA;70
MONTGONS (ELS);73;H;ESPANYA;10
MONTGONS (ELS);62;D;ESPANYA;11
BOSCOS DE TARRAGONA (ELS);61;H;ESPANYA;15
TORREFORTA;29;D;ESTRANGER;47
CAMPSA;72;H;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);73;H;ESPANYA;8
TORREFORTA;74;H;ESTRANGER;13
CALA ROMANA;26;H;ESPANYA;6
BONAVISTA;55;H;ESTRANGER;17
TARRAGONA;98;D;ESPANYA;32
SANT PERE I SANT PAU;53;D;ESTRANGER;23
TARRAGONA;97;D;ESTRANGER;1
BONAVISTA;48;D;ESPANYA;48
SANT PERE I SANT PAU;83;D;ESPANYA;41
TORREFORTA;84;H;ESPANYA;41
BOSCOS DE TARRAGONA (ELS);63;D;ESPANYA;17
CAMPSA;54;H;ESPANYA;8
TAMARIT;57;D;ESPANYA;15
SANT SALVADOR;67;H;ESTRANGER;10
TORREFORTA;32;H;ESTRANGER;67
CALA ROMANA;23;D;ESPANYA;2
SANT PERE I SANT PAU;30;H;ESTRANGER;29
SANT SALVADOR;68;H;ESPANYA;28
MONNARS;28;D;ESPANYA;11
SANT PERE I SANT PAU;21;H;ESPANYA;99
TORREFORTA;21;H;ESPANYA;146
SANT PERE I SANT PAU;21;D;ESTRANGER;22
SANT SALVADOR;21;H;ESPANYA;43
FERRAN;43;H;ESTRANGER;1
SANT PERE I SANT PAU;47;D;ESTRANGER;26
SANT PERE I SANT PAU;41;D;ESPANYA;91
SANT PERE I SANT PAU;27;H;ESTRANGER;24
TARRAGONA;22;H;ESTRANGER;148
BONAVISTA;46;D;ESTRANGER;29
MONTGONS (ELS);54;H;ESTRANGER;5
ARRABASSADA I SAVINOSA;82;D;ESPANYA;10
SANT PERE I SANT PAU;26;H;ESPANYA;70
SANT SALVADOR;46;D;ESPANYA;34
TORREFORTA;60;D;ESTRANGER;28
TORREFORTA;69;D;ESTRANGER;13
MONTGONS (ELS);34;D;ESTRANGER;6
CAMPSA;54;H;ESTRANGER;5
SANT SALVADOR;76;D;ESPANYA;22
SANT SALVADOR;59;D;ESPANYA;33
BONAVISTA;22;H;ESPANYA;43
MONNARS;22;H;ESPANYA;6
TARRAGONA;86;H;ESPANYA;97
TARRAGONA;47;H;ESTRANGER;148
SANT PERE I SANT PAU;52;H;ESTRANGER;20
MONTGONS (ELS);83;H;ESTRANGER;1
CAMPSA;39;H;ESPANYA;4
SANT SALVADOR;58;H;ESTRANGER;23
ARRABASSADA I SAVINOSA;70;D;ESPANYA;15
TAMARIT;22;H;ESTRANGER;2
CAMPSA;57;H;ESPANYA;5
CAMPSA;87;D;ESPANYA;1
CAMPSA;27;H;ESPANYA;8
TAMARIT;63;D;ESPANYA;6
TARRAGONA;55;D;ESTRANGER;83
TARRAGONA;65;H;ESTRANGER;28
SANT PERE I SANT PAU;70;D;ESTRANGER;11
SANT SALVADOR;37;D;ESTRANGER;32
BONAVISTA;42;H;ESTRANGER;34
BONAVISTA;72;D;ESPANYA;30
TORREFORTA;68;H;ESTRANGER;19
SANT PERE I SANT PAU;41;H;ESTRANGER;33
SANT PERE I SANT PAU;44;D;ESTRANGER;33
BOSCOS DE TARRAGONA (ELS);51;D;ESPANYA;9
TORREFORTA;40;H;ESTRANGER;65
ARRABASSADA I SAVINOSA;33;H;ESPANYA;16
MONTGONS (ELS);48;H;ESTRANGER;5
ARRABASSADA I SAVINOSA;85;D;ESTRANGER;1
SANT SALVADOR;29;D;ESPANYA;23
BONAVISTA;59;H;ESTRANGER;19
MONNARS;33;D;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);70;D;ESTRANGER;1
SANT SALVADOR;58;D;ESTRANGER;7
MONTGONS (ELS);43;H;ESTRANGER;9
MONNARS;48;D;ESPANYA;16
ARRABASSADA I SAVINOSA;28;H;ESTRANGER;6
BONAVISTA;66;D;ESTRANGER;5
SANT SALVADOR;67;H;ESPANYA;26
BONAVISTA;55;H;ESPANYA;47
FERRAN;48;H;ESPANYA;1
SANT SALVADOR;38;H;ESTRANGER;38
SANT PERE I SANT PAU;54;D;ESTRANGER;15
BONAVISTA;35;H;ESPANYA;42
SANT SALVADOR;36;H;ESPANYA;31
SANT PERE I SANT PAU;36;H;ESPANYA;77
BOSCOS DE TARRAGONA (ELS);47;H;ESPANYA;4
SANT SALVADOR;41;D;ESTRANGER;30
BONAVISTA;49;D;ESTRANGER;14
TARRAGONA;18;D;ESPANYA;289
TARRAGONA;68;D;ESTRANGER;48
TORREFORTA;83;H;ESTRANGER;3
TARRAGONA;22;D;ESTRANGER;88
MONTGONS (ELS);69;H;ESTRANGER;1
BONAVISTA;53;H;ESTRANGER;23
CALA ROMANA;66;H;ESPANYA;5
BONAVISTA;43;H;ESTRANGER;39
BONAVISTA;41;D;ESTRANGER;37
BONAVISTA;35;D;ESPANYA;32
BONAVISTA;39;D;ESTRANGER;38
ARRABASSADA I SAVINOSA;35;H;ESTRANGER;9
SANT SALVADOR;69;H;ESTRANGER;2
BONAVISTA;19;H;ESPANYA;56
SANT PERE I SANT PAU;34;D;ESTRANGER;33
MONTGONS (ELS);54;D;ESTRANGER;4
SANT PERE I SANT PAU;29;H;ESTRANGER;26
BOSCOS DE TARRAGONA (ELS);37;D;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);71;H;ESPANYA;3
TAMARIT;83;H;ESPANYA;4
CAMPSA;47;H;ESTRANGER;7
MONTGONS (ELS);40;D;ESPANYA;15
SANT SALVADOR;63;H;ESPANYA;28
TORREFORTA;17;D;ESTRANGER;25
BONAVISTA;16;H;ESPANYA;57
SANT PERE I SANT PAU;16;H;ESPANYA;114
TORREFORTA;16;D;ESPANYA;146
MONNARS;72;D;ESPANYA;17
SANT PERE I SANT PAU;45;H;ESTRANGER;26
BONAVISTA;31;H;ESPANYA;36
TARRAGONA;103;D;ESPANYA;4
TARRAGONA;77;H;ESTRANGER;13
SANT SALVADOR;91;H;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);16;H;ESPANYA;8
SANT SALVADOR;43;H;ESTRANGER;22
SANT SALVADOR;37;D;ESPANYA;20
MONTGONS (ELS);22;H;ESTRANGER;5
TORREFORTA;30;D;ESTRANGER;45
CAMPSA;30;H;ESPANYA;6
CAMPSA;31;H;ESTRANGER;7
SANT SALVADOR;82;D;ESTRANGER;2
TAMARIT;59;D;ESPANYA;15
SANT PERE I SANT PAU;22;D;ESTRANGER;15
CAMPSA;40;D;ESTRANGER;4
BONAVISTA;27;D;ESTRANGER;28
BOSCOS DE TARRAGONA (ELS);55;D;ESPANYA;5
SANT SALVADOR;44;H;ESPANYA;40
SANT PERE I SANT PAU;15;D;ESPANYA;98
CALA ROMANA;15;D;ESTRANGER;2
BONAVISTA;15;H;ESPANYA;39
SANT SALVADOR;40;D;ESPANYA;24
SANT PERE I SANT PAU;15;H;ESPANYA;99
MONNARS;63;H;ESTRANGER;1
CALA ROMANA;41;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);15;H;ESPANYA;6
SANT SALVADOR;15;D;ESPANYA;57
TARRAGONA;15;D;ESTRANGER;56
MONNARS;53;H;ESTRANGER;3
TARRAGONA;82;H;ESTRANGER;12
CAMPSA;37;D;ESPANYA;4
CALA ROMANA;16;D;ESPANYA;3
BONAVISTA;42;D;ESTRANGER;28
TARRAGONA;77;D;ESTRANGER;15
CALA ROMANA;53;D;ESPANYA;3
TORREFORTA;14;D;ESPANYA;129
TARRAGONA;14;H;ESTRANGER;66
SANT PERE I SANT PAU;45;D;ESTRANGER;19
TARRAGONA;91;D;ESTRANGER;2
CAMPSA;15;D;ESPANYA;8
BOSCOS DE TARRAGONA (ELS);14;D;ESPANYA;3
BONAVISTA;28;H;ESTRANGER;36
CAMPSA;73;H;ESTRANGER;1
MONTGONS (ELS);56;D;ESTRANGER;4
MONTGONS (ELS);30;H;ESTRANGER;14
CAMPSA;47;D;ESTRANGER;3
BONAVISTA;38;H;ESPANYA;29
BOSCOS DE TARRAGONA (ELS);50;D;ESPANYA;5
TORREFORTA;13;H;ESPANYA;117
CALA ROMANA;77;H;ESPANYA;5
BONAVISTA;13;D;ESPANYA;47
SANT SALVADOR;89;D;ESPANYA;6
CAMPSA;14;D;ESPANYA;5
OLIVA (L`);15;D;ESPANYA;1
CAMPSA;73;D;ESPANYA;9
BONAVISTA;22;D;ESTRANGER;14
SANT SALVADOR;14;H;ESTRANGER;15
ARRABASSADA I SAVINOSA;14;H;ESTRANGER;3
SANT SALVADOR;34;D;ESPANYA;16
SANT PERE I SANT PAU;63;D;ESTRANGER;11
MONNARS;13;D;ESPANYA;10
CALA ROMANA;74;H;ESPANYA;7
MONTGONS (ELS);12;D;ESPANYA;13
SANT SALVADOR;52;H;ESTRANGER;15
TARRAGONA;102;H;ESPANYA;3
TARRAGONA;42;H;ESTRANGER;154
FERRAN;13;D;ESPANYA;4
CALA ROMANA;13;D;ESPANYA;5
CAMPSA;38;H;ESPANYA;6
TORREFORTA;26;D;ESTRANGER;26
ARRABASSADA I SAVINOSA;11;D;ESPANYA;22
TORREFORTA;11;H;ESPANYA;93
SANT SALVADOR;11;D;ESPANYA;25
CAMPSA;11;H;ESPANYA;7
FERRAN;14;H;ESPANYA;2
BONAVISTA;12;H;ESTRANGER;20
TAMARIT;41;H;ESPANYA;9
TAMARIT;91;D;ESPANYA;3
TARRAGONA;12;H;ESTRANGER;68
ARRABASSADA I SAVINOSA;83;D;ESPANYA;3
MONTGONS (ELS);12;D;ESTRANGER;5
MONTGONS (ELS);46;H;ESTRANGER;5
SANT SALVADOR;39;H;ESPANYA;23
MONTGONS (ELS);39;H;ESPANYA;8
BOSCOS DE TARRAGONA (ELS);48;D;ESPANYA;7
BONAVISTA;10;D;ESPANYA;38
MONTGONS (ELS);36;D;ESTRANGER;7
BOSCOS DE TARRAGONA (ELS);35;D;ESPANYA;8
ARRABASSADA I SAVINOSA;93;D;ESPANYA;2
ARRABASSADA I SAVINOSA;37;D;ESPANYA;22
BONAVISTA;76;D;ESTRANGER;4
MONNARS;10;D;ESPANYA;9
BONAVISTA;19;D;ESPANYA;40
ARRABASSADA I SAVINOSA;15;D;ESTRANGER;2
CAMPSA;26;D;ESTRANGER;4
MONTGONS (ELS);11;D;ESPANYA;12
SANT SALVADOR;34;D;ESTRANGER;23
TARRAGONA;9;D;ESPANYA;210
OLIVA (L`);71;H;ESPANYA;1
SANT PERE I SANT PAU;9;D;ESPANYA;74
MONNARS;90;D;ESPANYA;4
MONTGONS (ELS);9;D;ESPANYA;9
