"NOMZONA","EDAD","SEXE","NACIONALITAT","NUMERO","CODI_ENS","NOM_ENS"
"SANT SALVADOR","86","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","9","H","ESPANYA","111","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","9","H","ESPANYA","31","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","9","H","ESPANYA","48","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","9","D","ESPANYA","34","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","9","D","ESTRANGER","24","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","41","H","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","9","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","75","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","9","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","36","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","10","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","59","H","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","66","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","8","D","ESPANYA","105","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","34","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","67","H","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","63","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","8","D","ESTRANGER","81","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","41","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","83","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","15","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","30","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","72","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","79","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","7","H","ESPANYA","108","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","28","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","95","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","28","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","32","D","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","32","H","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","16","D","ESTRANGER","27","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","8","H","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","8","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","6","D","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","6","D","ESPANYA","198","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","6","D","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","7","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","34","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","22","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","6","H","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","38","D","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","67","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","40","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","5","H","ESPANYA","201","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","48","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","33","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","57","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","19","D","ESPANYA","298","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","5","H","ESPANYA","96","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","48","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","90","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","6","H","ESTRANGER","29","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","5","D","ESPANYA","89","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","42","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","39","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","34","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","21","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","5","H","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","30","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","29","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","36","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","4","D","ESTRANGER","56","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","3","D","ESPANYA","26","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","3","D","ESPANYA","75","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","35","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","3","D","ESTRANGER","55","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","3","D","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","74","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","30","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","83","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","20","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","38","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","6","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","4","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","35","D","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","67","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","83","D","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","19","H","ESTRANGER","39","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","4","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","4","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","57","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","69","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","45","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","54","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","52","H","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","68","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","81","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","51","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","71","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","26","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","81","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","64","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","30","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","72","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","99","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","44","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","30","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","77","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","73","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","117","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","94","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","79","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","89","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","57","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","92","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","76","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","52","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","33","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","62","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","38","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","86","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","84","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","40","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","83","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","88","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","90","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","28","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","92","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","75","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","34","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","78","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","80","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","88","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","90","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","87","D","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","89","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","72","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","40","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","70","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","59","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","61","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","81","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","99","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","57","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","98","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","93","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","2","H","ESPANYA","202","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","50","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","43","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","4","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","13","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","88","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","46","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","4","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","20","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","2","D","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","19","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","2","D","ESPANYA","47","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","26","H","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","20","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","24","H","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","3","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","88","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","68","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","75","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","80","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","31","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","3","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","17","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","31","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","13","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","83","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","5","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","52","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","2","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","20","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","88","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","26","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","66","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","59","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","1","H","ESTRANGER","38","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","1","D","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","49","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","93","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","19","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","19","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","45","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","1","H","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","1","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","76","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","18","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","5","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","11","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","33","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","14","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","39","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","18","H","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","17","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","34","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","18","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","1","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","1","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","70","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","82","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","50","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","7","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","64","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","22","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","0","D","ESPANYA","50","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","85","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","0","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","3","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","93","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","28","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","0","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","31","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","19","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","0","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","0","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","0","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","83","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","14","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","17","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","45","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","79","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","25","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","11","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","17","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","9","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","2","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","18","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","81","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","80","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","43","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","86","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","67","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","36","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","66","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","26","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","22","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","85","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","0","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","37","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","61","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","51","D","ESPANYA","474","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","57","H","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","69","D","ESPANYA","415","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","58","D","ESPANYA","144","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","25","H","ESPANYA","107","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","71","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","76","H","ESPANYA","271","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","29","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","53","D","ESPANYA","140","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","51","H","ESPANYA","149","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","65","D","ESPANYA","457","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","86","D","ESPANYA","147","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","73","D","ESPANYA","355","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","72","H","ESPANYA","68","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","29","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","27","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","67","D","ESPANYA","81","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","63","H","ESPANYA","60","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","59","D","ESPANYA","57","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","24","H","ESPANYA","37","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","53","H","ESPANYA","135","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","57","D","ESPANYA","451","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","55","D","ESPANYA","113","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","49","H","ESPANYA","145","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","62","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","89","H","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","80","D","ESPANYA","342","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","34","D","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","79","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","62","H","ESPANYA","99","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","50","D","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","93","H","ESPANYA","49","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","51","H","ESPANYA","47","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","33","H","ESPANYA","39","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","47","H","ESPANYA","397","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","58","H","ESTRANGER","55","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","51","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","33","H","ESPANYA","69","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","56","D","ESTRANGER","77","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","60","D","ESPANYA","115","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","53","D","ESTRANGER","51","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","30","D","ESPANYA","42","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","52","H","ESPANYA","47","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","44","D","ESTRANGER","64","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","53","D","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","33","H","ESTRANGER","31","4314820002","AJUNTAMENT DE TARRAGONA"
